annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
53738,Individual,2491,4.2,RENT,15.02,8000,109,0, 36 months,Debt consolidation,2600,191.37,4900,Source Verified,5,5
85000,Individual,10209,53,OWN,13.56,10000,3453,42.9, 36 months,Debt consolidation,21700,215.91,29300,Not Verified,5,
90000,Individual,4751,84.1,MORTGAGE,16.91,10000,4915,84.6, 36 months,Other,29900,330.48,52900,Not Verified,5,5
35000,Individual,1587,70.1,RENT,13.56,8500,2679,33.3, 36 months,Credit card refinancing,5300,138.7,33300,Not Verified,5,
63252,Individual,6048,82.2,MORTGAGE,17.97,15000,9840,83.3, 60 months,Debt consolidation,34000,431.93,36000,Verified,4,
69600,Individual,346,99.1,RENT,19.92,2400,13728,100, 36 months,Other,37300,57.99,40800,Source Verified,4,2
45215,Joint App,262,95.5,MORTGAGE,14.47,2000,2707,100, 36 months,Debt consolidation,5800,46.89,33600,Source Verified,5,5
39000,Individual,5087,45.3,RENT,14.47,6000,4213,0, 36 months,Credit card refinancing,9300,157.56,9300,Not Verified,5,2
80516.8,Individual,1176,93.2,MORTGAGE,15.02,19500,9790,100, 60 months,Debt consolidation,17200,501.67,17200,Not Verified,5,5
80000,Individual,241,97.6,MORTGAGE,13.56,36000,7909,100, 60 months,Debt consolidation,10000,781.7,10000,Verified,5,5
70000,Individual,2035,65.5,RENT,16.91,4000,3312,50, 36 months,Debt consolidation,5900,105.88,10300,Source Verified,5,2
70000,Joint App,2040,92.1,RENT,19.92,6000,14261,66.7, 36 months,Other,25800,190.52,31900,Verified,4,5
75000,Individual,2729,33,MORTGAGE,16.14,30000,3086,14.3, 36 months,Debt consolidation,19100,771.31,27150,Verified,5,4
78000,Individual,24010,34.6,RENT,15.02,15000,3534,7.1, 36 months,Debt consolidation,36700,358.82,51200,Verified,5,5
58000,Individual,21691,22.3,MORTGAGE,14.47,8000,4756,20, 36 months,Home improvement,27900,184.35,30200,Not Verified,5,5
65000,Individual,28527,17.1,MORTGAGE,14.47,35000,3856,20, 60 months,Debt consolidation,34400,811.11,56500,Not Verified,5,5
200000,Joint App,1916,43.6,RENT,18.94,32000,992,0, 36 months,Credit card refinancing,3400,965.94,14400,Not Verified,4,2
48639,Joint App,0,100.1,MORTGAGE,16.91,30000,12594,100, 36 months,Debt consolidation,21000,808.22,53800,Verified,5,
147000,Individual,5410,87,MORTGAGE,15.02,10000,10774,100, 60 months,Debt consolidation,41700,240.58,62500,Not Verified,5,5
60000,Individual,18471,35.6,MORTGAGE,17.97,15000,4683,18.2, 60 months,Credit card refinancing,28700,431.93,64900,Source Verified,4,4
51000,Individual,13182,42.4,RENT,18.94,22500,5839,20, 60 months,Debt consolidation,22900,682.97,28000,Not Verified,4,
120000,Individual,22301,37.5,RENT,18.94,15600,13397,0, 60 months,Home buying,35700,473.54,39700,Source Verified,4,5
61642.1,Joint App,30362,16.4,RENT,14.47,12000,3813,0, 36 months,Home buying,36300,276.52,46500,Verified,5,4
60000,Individual,2756,82.7,MORTGAGE,22.35,25000,4445,80, 60 months,Debt consolidation,15900,709.68,21900,Not Verified,4,
37000,Individual,1439,73.4,OWN,14.47,4000,1948,25, 36 months,Credit card refinancing,5400,46.09,9700,Source Verified,5,4
61152,Individual,3931,80.4,MORTGAGE,17.97,12000,9736,66.7, 36 months,Major purchase,20100,343.62,20900,Verified,4,5
75000,Individual,32062,35.4,MORTGAGE,16.14,20000,4467,7.7, 60 months,Home improvement,49600,517.13,80300,Not Verified,5,
70000,Individual,9791,55.5,MORTGAGE,15.02,7200,4209,20, 36 months,Debt consolidation,22000,173.56,24100,Source Verified,5,5
140000,Individual,477,97.9,RENT,20.89,22625,9833,100, 60 months,Credit card refinancing,32600,757.69,72400,Source Verified,4,1
33000,Individual,173,95.9,RENT,13.56,4625,2396,100, 36 months,Credit card refinancing,4200,99.86,13700,Not Verified,5,1
69000,Individual,1371,88.1,RENT,19.92,10000,4594,80, 60 months,Credit card refinancing,11500,319.29,18200,Source Verified,4,2
100000,Individual,17954,52,MORTGAGE,16.91,23650,5508,30, 60 months,Debt consolidation,37400,640.75,48600,Source Verified,5,5
41796,Individual,10171,26.3,OWN,18.94,8525,3047,25, 36 months,Debt consolidation,13800,252.84,18100,Verified,4,
80000,Individual,2031,49.2,RENT,15.02,20000,1430,0, 60 months,Debt consolidation,4000,481.15,7200,Source Verified,5,2
85000,Individual,294,98,MORTGAGE,18.94,3125,6553,100, 36 months,Other,14500,94.33,19800,Not Verified,4,3
90000,Individual,216,97.4,MORTGAGE,16.14,35000,8084,100, 60 months,Debt consolidation,8300,904.97,28200,Not Verified,5,5
110000,Individual,30566,23.8,MORTGAGE,18.94,30100,5680,0, 60 months,Debt consolidation,40100,913.68,54100,Not Verified,4,5
30000,Joint App,2367,80.6,MORTGAGE,14.47,40000,3263,66.7, 60 months,Debt consolidation,12200,975.22,29900,Not Verified,5,3
55000,Individual,8975,80.5,RENT,18.94,30000,7651,71.4, 36 months,Debt consolidation,46100,905.56,46100,Source Verified,4,1
56000,Joint App,61425,39.3,MORTGAGE,13.56,16000,15524,33.3, 60 months,Debt consolidation,101200,275.11,120500,Not Verified,5,4
52000,Individual,7500,0,MORTGAGE,13.56,4000,0,0, 36 months,Home improvement,7500,65.27,10100,Source Verified,5,
55000,Individual,2138,69.5,RENT,16.14,8000,1906,60, 36 months,Credit card refinancing,7000,205.69,14500,Not Verified,5,5
69000,Individual,18585,34.3,MORTGAGE,18.94,13000,5150,9.1, 60 months,Debt consolidation,28300,394.61,39700,Not Verified,4,5
67653,Individual,2536,86.6,MORTGAGE,22.35,10000,7468,66.7, 60 months,Debt consolidation,18900,439.08,25900,Source Verified,4,5
28000,Joint App,1134,82.8,MORTGAGE,14.47,10000,2452,66.7, 60 months,Medical expenses,6600,231.75,9600,Source Verified,5,5
48000,Individual,18998,24.9,OWN,13.56,16000,2768,0, 60 months,Debt consolidation,25300,347.43,41500,Source Verified,5,4
80000,Individual,10687,51,OWN,14.47,10000,8358,50, 36 months,Debt consolidation,21800,230.43,29000,Source Verified,5,1
65000,Individual,5261,27.9,ANY,13.56,12000,2039,0, 36 months,Other,7300,259.09,19300,Not Verified,5,
46092,Individual,11910,39.8,MORTGAGE,20.89,22125,6808,0, 60 months,Debt consolidation,19800,740.95,58700,Not Verified,4,
83000,Individual,18441,28,MORTGAGE,17.97,25000,2187,18.2, 60 months,Debt consolidation,25600,719.9,96400,Verified,4,5
16620,Individual,2097,66.2,MORTGAGE,17.97,5000,3278,50, 36 months,Debt consolidation,6200,143.18,10100,Not Verified,4,
95000,Individual,11993,20,OWN,18.94,6500,1218,0, 36 months,Debt consolidation,15000,189.51,24500,Source Verified,4,5
36000,Individual,11075,41.4,RENT,16.14,10000,4325,0, 60 months,Debt consolidation,18900,258.56,18900,Not Verified,5,3
45000,Joint App,1285,90,MORTGAGE,17.97,26600,6861,75, 36 months,Debt consolidation,12800,761.68,19800,Source Verified,4,3
107000,Individual,4239,47,MORTGAGE,15.02,20000,3978,11.1, 60 months,Home improvement,38150,481.15,49500,Verified,5,5
56000,Individual,18468,13.3,RENT,13.56,20000,1839,0, 60 months,Credit card refinancing,21300,434.28,36300,Verified,5,4
70000,Individual,,,RENT,19.92,26000,0,, 60 months,Debt consolidation,0,830.18,33200,Not Verified,4,2
70000,Individual,22642,40.9,MORTGAGE,16.91,20000,4697,20, 60 months,Debt consolidation,38300,541.86,73400,Not Verified,5,
105840,Individual,10431,0.7,OWN,16.14,35000,61,0, 60 months,Other,10500,904.97,38100,Verified,5,5
75000,Individual,5482,68.7,RENT,16.91,10000,8631,33.3, 36 months,Business,17500,269.41,17500,Source Verified,5,5
99000,Individual,9166,58.3,MORTGAGE,13.56,12500,5689,28.6, 36 months,Debt consolidation,22000,269.88,23200,Not Verified,5,5
50000,Individual,6340,48,RENT,13.56,20000,4551,0, 36 months,Debt consolidation,31700,364.01,35700,Not Verified,5,1
34850,Individual,0,100.4,RENT,17.97,7500,4162,100, 36 months,Other,6200,212.96,8200,Source Verified,4,3
44000,Joint App,7831,42.8,MORTGAGE,15.02,20000,3300,66.7, 60 months,Credit card refinancing,13700,547.91,23500,Source Verified,5,
26000,Individual,4242,59.6,OWN,15.02,8000,3264,50, 36 months,Debt consolidation,10500,191.37,13800,Source Verified,5,3
80000,Individual,20403,24.4,RENT,16.14,25000,4065,0, 36 months,Debt consolidation,27000,642.76,38900,Source Verified,5,2
56780,Individual,12039,65.9,MORTGAGE,15.02,25000,7704,44.4, 60 months,Debt consolidation,42400,601.44,47300,Verified,5,
200000,Individual,7864,96,MORTGAGE,13.56,35000,24141,71.4, 60 months,Credit card refinancing,110100,759.99,217400,Source Verified,5,1
30000,Individual,26,99.5,RENT,19.92,6000,2959,100, 36 months,Debt consolidation,5000,170.6,12300,Verified,4,1
60000,Individual,13079,34.6,RENT,13.56,10000,2930,14.3, 36 months,Other,20000,242.28,23500,Not Verified,5,
60000,Individual,2150,0,OWN,16.14,15000,0,0, 60 months,Debt consolidation,4300,293.69,10800,Verified,5,
52150.78,Individual,4088,71.4,RENT,20.89,20000,6159,66.7, 60 months,Debt consolidation,14300,669.79,16300,Not Verified,4,5
45000,Individual,8248,79.5,OWN,15.02,15000,10260,75, 36 months,Debt consolidation,40300,8.51,44800,Source Verified,5,1
50000,Joint App,3094,22.7,RENT,14.47,15000,906,0, 60 months,Home improvement,4000,347.62,15700,Source Verified,5,5
105000,Joint App,12564,60,RENT,16.14,40000,4710,33.3, 36 months,Debt consolidation,31400,1100.15,32200,Source Verified,5,2
68500,Joint App,1984,85.5,MORTGAGE,19.92,5000,6557,100, 36 months,Debt consolidation,13700,158.77,13700,Verified,4,1
78000,Individual,6523,63.1,RENT,22.35,35000,4487,20, 60 months,Debt consolidation,17700,1254.3,17700,Not Verified,4,2
325000,Individual,34349,63.2,MORTGAGE,18.94,12000,25763,40, 60 months,Car financing,93400,364.25,95400,Not Verified,4,1
34000,Joint App,1939,95.4,MORTGAGE,14.47,32000,17643,100, 60 months,Debt consolidation,41900,742.32,41900,Verified,5,5
75271,Joint App,510,93.6,MORTGAGE,16.14,4000,7490,100, 36 months,Home improvement,8000,102.84,8000,Not Verified,5,
24000,Joint App,,,MORTGAGE,22.35,20000,0,, 60 months,Other,0,729.16,4500,Source Verified,4,4
25000,Individual,914,8.6,RENT,16.14,1000,86,0, 36 months,Debt consolidation,1000,25.71,4200,Not Verified,5,
55000,Individual,5991,73.4,RENT,13.56,6000,6885,50, 36 months,Other,22500,129.54,33700,Source Verified,5,5
68000,Individual,4990,34.3,RENT,15.02,7000,2447,0, 36 months,Home improvement,7600,164.34,10100,Not Verified,5,1
30000,Individual,3456,69.1,MORTGAGE,13.56,22000,5503,33.3, 36 months,Debt consolidation,11200,475,23800,Verified,5,
70000,Joint App,183,97,MORTGAGE,16.14,18000,5817,100, 60 months,Home improvement,6000,465.41,9500,Verified,5,3
35200,Joint App,6113,42.3,OWN,13.56,1000,4472,25, 36 months,Debt consolidation,10600,21.59,40900,Verified,5,3
50800,Individual,273,97.5,RENT,13.56,10000,8552,100, 60 months,Credit card refinancing,10800,217.14,21500,Not Verified,5,5
47570,Individual,1164,80.3,OWN,16.14,25000,2620,50, 60 months,Home improvement,5900,646.4,8900,Verified,5,
60000,Individual,996,93.8,RENT,22.35,20000,9308,100, 60 months,Debt consolidation,16000,716.75,16000,Source Verified,4,3
130000,Individual,1306,90.5,MORTGAGE,14.47,6000,8211,100, 36 months,Medical expenses,13700,138.26,32700,Not Verified,5,5
123000,Individual,14741,26.7,MORTGAGE,16.91,40000,2099,0, 60 months,Debt consolidation,20100,1083.72,47400,Source Verified,5,5
41000,Individual,13145,37.4,RENT,18.94,5000,2770,0, 36 months,Debt consolidation,21000,150.93,30300,Not Verified,4,3
51000,Individual,556,94.7,MORTGAGE,13.56,10000,3113,100, 36 months,Credit card refinancing,10500,215.91,17000,Source Verified,5,5
70000,Individual,2400,0,MORTGAGE,15.02,19000,0,0, 60 months,Debt consolidation,2400,457.1,4300,Source Verified,5,5
93000,Individual,5700,54,MORTGAGE,14.47,12000,7000,25, 36 months,Credit card refinancing,22800,276.52,28100,Not Verified,5,3
45000,Individual,5812,56.9,RENT,20.89,16000,4529,25, 60 months,Debt consolidation,13500,535.83,16100,Not Verified,4,5
65000,Joint App,76,98.5,MORTGAGE,17.97,30000,4924,100, 60 months,Debt consolidation,5000,863.88,13100,Source Verified,4,4
100000,Individual,1852,80.5,MORTGAGE,14.47,16000,2558,75, 60 months,Debt consolidation,9500,370.8,21000,Not Verified,5,4
62000,Individual,7510,64.2,OWN,16.91,20000,5260,50, 36 months,Credit card refinancing,21000,538.81,35700,Not Verified,5,5
70200,Individual,5532,38.5,MORTGAGE,17.97,10000,3468,0, 60 months,Debt consolidation,9000,287.96,9500,Source Verified,4,2
70000,Individual,10978,60.9,RENT,13.56,17500,7792,16.7, 60 months,Credit card refinancing,28100,360.46,31600,Not Verified,5,1
65000,Individual,48511,18.2,MORTGAGE,13.56,20000,2905,5.3, 36 months,Debt consolidation,59300,431.81,67100,Verified,5,3
105000,Individual,2123,92.2,MORTGAGE,16.91,35000,11894,75, 60 months,Debt consolidation,27100,948.25,72100,Source Verified,5,5
80000,Individual,19154,45.3,RENT,19.92,35000,12053,40, 60 months,Debt consolidation,35000,1117.55,57200,Source Verified,4,5
108000,Individual,41749,31.3,MORTGAGE,13.56,33425,10980,0, 60 months,Debt consolidation,60800,725.79,83000,Not Verified,5,1
48500,Individual,1996,88,MORTGAGE,14.47,10000,5096,80, 60 months,Credit card refinancing,16600,231.75,21500,Not Verified,5,
100000,Individual,5014,80.6,RENT,16.91,15000,7482,50, 36 months,Debt consolidation,25900,404.11,48600,Source Verified,5,5
650000,Individual,82162,2.4,RENT,16.14,35000,6708,0, 36 months,Major purchase,90100,852.79,96600,Not Verified,5,2
40000,Individual,475,84.2,MORTGAGE,20.89,8000,2525,100, 36 months,Debt consolidation,3000,266.53,10800,Not Verified,4,1
25200,Individual,2635,85.6,RENT,14.47,15000,9353,66.7, 60 months,Credit card refinancing,18300,377.76,33200,Not Verified,5,
96000,Individual,1548,79.6,RENT,16.14,10000,2952,80, 36 months,Credit card refinancing,7600,284,18700,Not Verified,5,3
74000,Individual,998,0.2,MORTGAGE,18.94,12000,2,0, 60 months,Debt consolidation,1000,364.25,11700,Not Verified,4,5
130000,Individual,12715,74.2,MORTGAGE,14.47,17500,7670,42.9, 36 months,Debt consolidation,49300,403.26,63300,Verified,5,5
70000,Individual,7856,12.7,RENT,19.92,1600,675,0, 36 months,Debt consolidation,9000,50.8,17300,Not Verified,4,2
50000,Individual,1583,89,MORTGAGE,19.92,20000,4462,88.9, 60 months,Debt consolidation,14251,638.6,27051,Verified,4,2
155000,Individual,300,97.4,MORTGAGE,19.92,1800,7574,100, 36 months,Home improvement,11500,57.16,11700,Not Verified,4,5
45000,Individual,4069,65.2,RENT,13.56,15000,3704,50, 60 months,Credit card refinancing,11700,325.71,30800,Not Verified,5,1
52000,Individual,8628,64.5,MORTGAGE,13.56,17000,11610,33.3, 60 months,Debt consolidation,24300,369.13,30300,Source Verified,5,2
237254,Individual,438,99.2,MORTGAGE,13.56,20000,24804,100, 60 months,Debt consolidation,53500,434.28,79900,Not Verified,5,1
60000,Individual,15894,23.6,OWN,13.56,10000,3364,0, 36 months,Home buying,20800,215.91,34300,Verified,5,5
28000,Individual,1833,59.3,RENT,16.91,4000,1242,33.3, 36 months,Debt consolidation,4500,107.76,4500,Not Verified,5,2
158000,Individual,32236,40.9,RENT,15.02,26775,11421,22.2, 36 months,Debt consolidation,54500,640.5,78500,Source Verified,5,5
110000,Joint App,24579,54.5,RENT,16.91,37000,6787,22.2, 36 months,Debt consolidation,54000,126.87,68800,Source Verified,5,1
130000,Individual,23854,55.2,MORTGAGE,14.47,1500,8450,62.5, 36 months,Home improvement,53300,34.56,76100,Source Verified,5,5
45000,Individual,1130,83.9,OWN,13.56,10000,3249,66.7, 36 months,Debt consolidation,7000,215.91,10800,Source Verified,5,2
61000,Individual,26298,28.9,OWN,16.91,32400,7021,33.3, 60 months,Debt consolidation,37000,877.81,40700,Verified,5,5
48903,Individual,1414,92.5,RENT,20.89,30000,3703,100, 36 months,Credit card refinancing,18900,999.13,27000,Source Verified,4,4
225000,Individual,1611,93.2,MORTGAGE,18.94,30000,9189,75, 36 months,Debt consolidation,23700,0,39200,Source Verified,4,4
65000,Joint App,5001,37.5,RENT,13.56,16000,1932,50, 36 months,Credit card refinancing,8000,345.45,14300,Not Verified,5,5
38000,Joint App,6503,20.7,RENT,13.56,9275,1693,33.3, 36 months,Debt consolidation,8200,200.25,14400,Verified,5,1
145000,Individual,20648,51,MORTGAGE,17.97,35000,14464,60, 60 months,Debt consolidation,42100,1007.86,73900,Not Verified,4,5
36000,Individual,3372,29.8,OWN,18.94,10000,1428,0, 60 months,Debt consolidation,4800,303.55,15000,Not Verified,4,
21500,Individual,14142,1.1,OWN,16.91,12000,158,0, 60 months,Debt consolidation,14300,325.12,30600,Source Verified,5,
90800,Joint App,0,100.5,MORTGAGE,19.92,7000,14835,100, 36 months,Car financing,40900,222.27,70400,Source Verified,4,2
42500,Joint App,9800,0,MORTGAGE,13.56,19000,0,0, 60 months,Debt consolidation,9800,412.57,23000,Verified,5,2
40000,Individual,4619,42.3,RENT,22.35,6600,1087,20, 36 months,Credit card refinancing,8000,235.22,12800,Not Verified,4,2
40000,Individual,2290,23.7,RENT,16.14,4500,655,0, 36 months,Debt consolidation,3000,115.69,9800,Source Verified,5,3
69324,Individual,22709,48.4,MORTGAGE,16.14,25000,9121,33.3, 60 months,Credit card refinancing,44000,646.4,69600,Verified,5,
70000,Joint App,6657,45.9,RENT,13.56,20000,2534,0, 60 months,Other,12300,434.28,27300,Verified,5,3
125000,Individual,3539,33.2,MORTGAGE,16.14,2100,1761,33.3, 36 months,Other,5300,53.99,12300,Not Verified,5,4
150000,Individual,16233,65,MORTGAGE,14.47,35000,35150,50, 60 months,Debt consolidation,97400,811.11,104800,Source Verified,5,5
45000,Individual,6138,75.3,RENT,14.47,15000,15192,33.3, 60 months,Debt consolidation,24900,401.88,28300,Source Verified,5,2
38000,Individual,479,89.4,RENT,14.47,5000,2807,100, 36 months,Credit card refinancing,4500,115.22,10200,Not Verified,5,1
37788,Individual,66,98.1,RENT,14.47,5700,1932,100, 36 months,Debt consolidation,3500,64.15,5300,Not Verified,5,
120000,Individual,1150,89.8,RENT,19.92,18000,6258,66.7, 60 months,Debt consolidation,11300,574.74,28300,Verified,4,5
84000,Individual,7811,55.9,RENT,16.91,40000,9559,0, 60 months,Debt consolidation,17700,1083.72,18800,Source Verified,5,1
40000,Individual,5500,0,RENT,20.89,17500,0,0, 60 months,Credit card refinancing,5500,586.06,27500,Verified,4,5
119600,Joint App,10902,52.8,MORTGAGE,15.02,25775,3800,57.1, 60 months,Debt consolidation,23100,620.08,45400,Source Verified,5,4
60000,Individual,5247,46.5,MORTGAGE,16.91,10000,4081,50, 36 months,Debt consolidation,9800,267.48,28500,Not Verified,5,3
55000,Individual,7023,48,RENT,13.56,8000,3405,0, 36 months,Debt consolidation,13500,172.72,18500,Not Verified,5,1
91000,Individual,5349,83.2,MORTGAGE,16.91,12000,13346,62.5, 60 months,Debt consolidation,31800,280.02,41500,Verified,5,5
65000,Individual,2940,72,MORTGAGE,16.14,24000,4289,60, 60 months,Debt consolidation,14700,620.55,34550,Verified,5,2
60944,Individual,192,98.5,MORTGAGE,17.97,15000,10340,100, 60 months,Credit card refinancing,12500,431.93,12500,Source Verified,4,5
50000,Individual,25108,27.2,MORTGAGE,20.89,25000,4159,0, 60 months,Debt consolidation,34500,837.24,34500,Verified,4,5
32500,Individual,,,RENT,13.56,10000,0,, 60 months,Debt consolidation,0,217.14,18900,Not Verified,5,
50000,Individual,13047,11.2,RENT,16.14,4800,998,0, 36 months,Home improvement,14700,123.41,17200,Source Verified,5,3
43000,Individual,307,94.6,MORTGAGE,19.92,11500,5393,100, 60 months,Debt consolidation,5700,367.19,10200,Not Verified,4,5
60000,Individual,1200,0,RENT,15.02,20000,0,0, 36 months,Other,1200,474.72,1200,Source Verified,5,3
22800,Individual,1927,65,RENT,18.94,20000,3404,50, 60 months,Debt consolidation,5500,607.1,5500,Not Verified,4,
60000,Joint App,191,88.8,MORTGAGE,15.02,20000,1509,100, 36 months,Debt consolidation,1700,570.22,6200,Source Verified,5,5
16800,Individual,2538,46,MORTGAGE,13.56,4800,1772,25, 36 months,Debt consolidation,4700,102.69,6000,Source Verified,5,1
57200,Individual,8409,39.9,RENT,14.47,22000,5591,0, 60 months,Debt consolidation,14000,509.84,17800,Not Verified,5,4
15600,Individual,,,OWN,19.92,2000,0,, 36 months,Debt consolidation,0,63.51,3500,Not Verified,4,
75000,Individual,18142,56.5,OWN,16.91,10000,8146,87.5, 60 months,Debt consolidation,41700,270.93,65200,Source Verified,5,
80000,Individual,10043,68.2,MORTGAGE,13.56,25000,8356,25, 60 months,Credit card refinancing,31600,542.85,35600,Source Verified,5,4
125000,Individual,7820,94,MORTGAGE,20.89,35000,19465,60, 36 months,Debt consolidation,39100,1165.65,51600,Not Verified,4,5
110000,Individual,64,99.6,RENT,19.92,8400,10220,83.3, 36 months,Other,16300,266.72,18200,Verified,4,2
75000,Individual,16177,31.5,RENT,13.56,8000,4225,25, 36 months,Credit card refinancing,23600,172.72,24900,Verified,5,4
137000,Individual,102,95.9,MORTGAGE,14.47,40000,2398,100, 60 months,Home improvement,2500,926.98,16000,Source Verified,5,5
62000,Individual,721,92.2,RENT,16.14,15000,1829,100, 36 months,Debt consolidation,9200,432.73,14200,Source Verified,5,5
30000,Joint App,13600,0,MORTGAGE,15.02,5000,0,0, 36 months,Home improvement,13600,119.61,26000,Not Verified,5,5
55200,Joint App,1174,87.1,MORTGAGE,15.02,12300,1954,83.3, 36 months,Debt consolidation,9100,222.39,16700,Verified,5,
150000,Individual,5419,93,MORTGAGE,19.92,35000,25518,87.5, 60 months,Credit card refinancing,86700,1117.55,87500,Verified,4,5
50000,Individual,63962,17.8,MORTGAGE,17.97,12000,4336,10, 60 months,Debt consolidation,77800,345.55,91400,Not Verified,4,2
85000,Individual,18512,54.4,MORTGAGE,17.97,16000,5645,25, 36 months,Home improvement,40600,538.03,48100,Verified,4,3
90000,Individual,4769,66.7,MORTGAGE,15.02,4800,9531,50, 36 months,Other,14300,114.82,34800,Not Verified,5,3
135000,Individual,14545,69,MORTGAGE,17.97,30000,14297,37.5, 60 months,Debt consolidation,46900,863.88,56900,Source Verified,4,5
100000,Joint App,30709,38.1,OWN,14.47,4500,8580,37.5, 36 months,Home improvement,49600,103.69,65300,Not Verified,5,1
65000,Individual,1500,0,MORTGAGE,18.94,25000,0,0, 60 months,Credit card refinancing,1500,758.86,2300,Verified,4,
25000,Joint App,3166,57.8,RENT,20.89,35000,3602,0, 60 months,Debt consolidation,7500,1172.12,10500,Verified,4,
60000,Individual,1802,92.9,RENT,22.35,11000,4884,100, 60 months,Debt consolidation,25500,394.21,46900,Not Verified,4,1
117800,Individual,4366,62,RENT,14.47,35000,5986,37.5, 60 months,Debt consolidation,34924,811.11,43234,Verified,5,5
80000,Individual,2019,90.8,MORTGAGE,20.89,30000,4415,85.7, 60 months,Debt consolidation,21900,1004.68,25300,Not Verified,4,4
92000,Individual,3192,73.8,RENT,15.02,32000,7286,66.7, 36 months,Debt consolidation,12200,765.49,26300,Source Verified,5,5
103000,Individual,8650,84,RENT,13.56,32000,13337,66.7, 60 months,Moving and relocation,54100,694.84,70700,Verified,5,5
45000,Joint App,33,98.9,MORTGAGE,15.02,35000,2967,100, 60 months,Debt consolidation,3000,842.01,16600,Verified,5,5
115000,Individual,240,94.7,RENT,14.47,16000,4260,100, 36 months,Debt consolidation,4500,368.69,21400,Source Verified,5,3
90000,Individual,13046,77.3,RENT,16.91,15000,17708,62.5, 36 months,Credit card refinancing,57400,404.11,71300,Verified,5,1
10000,Joint App,3032,91.5,MORTGAGE,13.56,35000,31157,100, 60 months,Home buying,35500,759.99,62900,Not Verified,5,2
65000,Joint App,4155,38,MORTGAGE,16.14,2000,1988,33.3, 36 months,Other,6700,51.42,8200,Not Verified,5,4
170000,Individual,22691,42,OWN,13.56,40000,11788,0, 60 months,Debt consolidation,39100,868.56,41900,Not Verified,5,1
60000,Joint App,657,89.9,RENT,14.47,10000,5122,50, 36 months,Debt consolidation,6500,230.43,10100,Verified,5,2
70000,Joint App,19931,62.8,MORTGAGE,14.47,15000,22190,50, 60 months,Debt consolidation,53600,347.62,55600,Source Verified,5,5
191000,Individual,772,89.4,MORTGAGE,18.94,35000,2905,100, 60 months,Debt consolidation,7300,1117.65,30800,Verified,4,5
230000,Individual,25548,57.1,MORTGAGE,16.14,35000,11184,57.1, 60 months,Debt consolidation,59500,904.97,74300,Source Verified,5,4
55000,Individual,4629,30.9,MORTGAGE,17.97,10000,1430,33.3, 36 months,Home improvement,6700,286.35,8200,Source Verified,4,3
80000,Individual,,,MORTGAGE,19.92,10000,0,, 60 months,Other,0,319.29,47900,Source Verified,4,1
75000,Individual,8280,29.2,MORTGAGE,17.97,4500,1645,0, 36 months,Debt consolidation,11700,62.9,19500,Verified,4,1
65000,Individual,4642,51.1,MORTGAGE,14.47,9000,2532,50, 36 months,Credit card refinancing,9500,50.64,9500,Not Verified,5,1
23655,Individual,9280,19.3,OWN,13.56,7000,2220,33.3, 36 months,Debt consolidation,11500,151.14,15500,Verified,5,
75000,Individual,4031,26.7,MORTGAGE,16.14,15000,1313,0, 36 months,Debt consolidation,5500,385.66,12800,Verified,5,2
50000,Individual,999,68.8,RENT,18.94,4500,1198,50, 36 months,Medical expenses,3200,135.83,5200,Not Verified,4,2
65000,Individual,5966,67.2,MORTGAGE,20.89,32000,9148,33.3, 60 months,Debt consolidation,18200,1071.65,18200,Verified,4,5
47000,Individual,9862,40.6,RENT,16.91,20000,5123,0, 60 months,Credit card refinancing,16600,531.65,27500,Not Verified,5,5
45000,Individual,11539,52.1,RENT,14.47,3000,2866,22.2, 36 months,Debt consolidation,24100,69.13,25200,Source Verified,5,3
115000,Joint App,5106,77,MORTGAGE,17.97,33400,9484,25, 60 months,Debt consolidation,22200,1195.2,47200,Verified,4,1
40000,Joint App,22692,27.7,MORTGAGE,14.47,13000,8708,0, 60 months,Credit card refinancing,31400,233.34,46400,Source Verified,5,4
50000,Individual,760,57.8,RENT,15.02,4500,596,0, 36 months,Moving and relocation,1800,107.64,2200,Source Verified,5,4
125000,Individual,10621,81.2,MORTGAGE,17.97,30000,8633,81.8, 36 months,Debt consolidation,56500,569.05,81400,Not Verified,4,4
89000,Individual,952,94.9,RENT,14.47,35000,4203,100, 60 months,Credit card refinancing,18700,811.11,33300,Source Verified,5,5
185000,Individual,955,97.7,MORTGAGE,18.94,18050,21947,75, 60 months,Debt consolidation,41500,547.9,42500,Source Verified,4,5
19000,Individual,375,87.9,RENT,14.47,6000,2725,100, 36 months,Debt consolidation,3100,164.79,3100,Not Verified,5,
54000,Individual,4554,43.8,RENT,13.56,7000,3108,0, 36 months,Debt consolidation,8100,151.14,18100,Source Verified,5,3
16000,Individual,1536,76.4,OWN,17.97,8000,3657,25, 36 months,Credit card refinancing,6500,229.07,15900,Verified,4,5
220000,Individual,858,92.8,MORTGAGE,13.56,20000,7638,100, 36 months,Debt consolidation,12000,490.71,18100,Source Verified,5,2
125000,Individual,148427,0.3,MORTGAGE,17.97,35000,236,0, 60 months,Credit card refinancing,148900,1007.86,230900,Source Verified,4,5
